## Lee~Giaver, 2005 (PMID 16121259)
## Homozygous deletion collection, growth (relative abundance in pooled culture)
ORF	cisplatin [500 uM], time [5 generations]	cisplatin [500 uM], time [overnight + 20 generations]	carboplatin [15 mM], time [5 generations]	oxaliplatin [4 mM], time [5 generations]	psoralen [0.5 uM], time [5 generations], radiation [unknown]	angelicin irradiated (angelicin [62.5 uM], time [5 generations], radiation [unknown])	mechlorethamine [62.5 uM], time [overnight + 5 generations]	mechlorethamine [62.5 uM], time [overnight + 20 generations]	mitomycin C [1 mM], time [5 generations]	streptozocin [2 mM], time [5 generations]	streptozocin [2 mM], time [overnight + 20 generations]	methyl methanesulfonate [0.002%], time [5 generations]	camptothecin [30 ug/ml], time [5 generations]	camptothecin [30 ug/ml], time [overnight + 20 generations]	2-dimethylaminoethyl chloride [240 mM], time [5 generations]	4-nitroquinoline N-oxide [0.0313 uM], time [5 generations]
YDR076W	-3.230	-2.522	-2.087	-3.382	-1.514	-2.221	-2.846	-1.983	-2.385	-2.574	-0.801	-2.220	-3.403	-0.982	-2.514	-2.605
YDR077W	-0.139	0.314	-0.339	-0.250	-0.370	0.109	0.086	0.486	-0.409	0.060	-0.426	-0.212	-0.356	0.151	-0.260	0.003
YDR078C	-1.444	-3.582	-1.412	-1.600	-0.430	-0.479	-0.688	-0.191	-1.298	-1.417	-1.967	-2.141	-0.604	-0.153	-2.188	-1.636
YDR079W	0.038	-0.000	0.175	0.004	0.367	0.353	0.099	-0.000	-0.325	0.251	-0.193	-0.327	-0.120	0.225	0.014	0.042
YDR080W	-0.111	0.007	0.058	-0.017	0.031	0.365	0.291	-0.633	0.909	-0.072	0.394	0.364	0.080	-0.037	-0.109	0.182
YDR083W	0.977	-0.562	0.198	0.891	-0.206	-0.096	0.295	-0.527	1.373	0.254	0.478	0.492	0.030	-0.070	0.573	0.070
YDR084C	-0.552	0.025	-0.200	-0.380	-0.057	-0.261	-0.074	0.540	-0.504	-0.197	0.170	-0.342	0.097	0.580	-0.592	0.085
YDR085C	0.767	-0.174	0.816	0.618	0.368	0.211	-0.396	0.138	0.553	0.175	-0.006	0.759	0.729	0.187	0.075	0.130
YDR089W	0.004	0.173	-0.342	-0.202	0.155	0.161	-0.433	0.531	-0.450	0.204	0.215	-0.200	-0.052	0.070	-0.087	-0.612
YDR090C	-0.020	-0.045	0.046	0.022	0.158	0.038	-0.489	-0.043	-0.340	0.086	-0.036	-0.071	0.240	-0.191	-0.689	-0.178
YDR092W	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
YDR093W	-0.130	0.223	-0.063	-0.224	0.416	0.166	-0.379	0.250	0.240	0.079	0.114	-0.030	-0.015	-0.174	0.034	0.138
YDR094W	0.005	0.222	-0.479	-0.162	0.068	0.042	-0.006	0.344	-0.249	0.067	0.340	-0.263	0.042	0.024	-0.353	0.090
YDR095C	-0.013	0.208	0.206	0.098	0.309	0.094	-0.138	0.167	0.481	0.459	0.001	0.133	0.159	-0.036	0.061	-0.309
YDR096W	-0.266	0.329	0.047	-0.065	-0.218	0.397	0.059	0.233	-0.398	-0.435	0.149	0.042	0.024	-0.376	-0.532	-0.181
YDR097C	-0.429	-0.513	-0.188	-0.414	0.026	0.017	-0.406	-0.050	-0.763	0.285	0.276	-0.201	-0.112	-0.222	-0.165	-0.231
YDR098C	-0.379	0.358	-0.515	-0.317	-0.027	0.041	0.101	0.327	-0.518	0.095	0.236	-0.455	-0.242	-0.011	-0.149	-0.273
YDR099W	-0.518	0.503	-0.460	-0.193	0.073	0.056	-0.164	0.516	-0.154	0.221	0.102	-0.428	-0.222	0.107	0.082	-0.169
YDR100W	-0.190	-0.133	-0.134	-0.284	0.202	0.251	-0.183	0.487	-0.438	0.086	-0.027	-0.261	-0.046	0.158	-0.327	-0.512
YDR101C	0.487	-0.692	0.479	0.891	-0.023	-0.099	0.624	-0.315	1.169	0.302	0.515	0.431	0.238	0.502	0.051	0.242
YDR102C	-0.445	0.107	-0.270	-0.472	-0.208	-0.053	-0.271	0.405	-0.682	-0.239	-0.186	-0.245	-0.164	0.048	-0.391	-0.104
YDR104C	-0.289	0.436	-0.001	-0.366	-0.070	0.075	-0.313	0.390	-0.085	0.042	0.184	-0.099	-0.044	0.378	-0.388	-0.061
YDR105C	-0.381	-0.082	-0.312	-0.655	0.487	0.286	0.525	0.367	-0.628	0.105	-0.096	-0.373	-0.092	0.114	-0.074	0.007
YDR107C	-0.242	0.225	-0.121	-0.094	0.123	0.357	-0.152	0.355	-0.170	0.165	0.333	-0.545	-0.292	0.008	0.189	-0.120
YDR108W	-0.558	-0.409	-0.427	-0.553	0.048	-0.111	0.020	0.316	-0.107	-0.182	-0.815	-0.228	-0.224	0.005	0.097	-0.349
YDR109C	-0.207	0.272	-0.278	0.010	0.073	0.019	-0.057	0.368	-0.331	-0.129	-0.107	-0.271	0.034	0.049	-0.165	-0.694
YDR110W	-0.311	-0.328	-0.448	-0.476	-0.071	-0.649	-0.207	0.161	-0.987	-0.369	0.058	-0.573	-0.383	0.112	-0.919	-0.315
YDR111C	-0.059	-0.209	-0.041	-0.095	-0.012	-0.198	0.048	0.289	-0.033	-0.224	-0.028	0.163	0.138	0.157	0.056	-0.354
YDR112W	-0.462	0.121	-0.432	-0.297	0.250	0.141	-0.086	0.353	-0.450	0.173	0.205	-0.354	-0.149	0.226	0.003	-0.196
